"GO.ID","Term","Annotated","Significant","Expected","classicFisher","p_adjust_FDR","p_adjust_Bonferroni"
"GO:0016056","rhodopsin mediated signaling pathway",14,0,0.17,1,1,1
"GO:0016059","deactivation of rhodopsin mediated signa...",12,0,0.15,1,1,1
"GO:0016060","metarhodopsin inactivation",5,0,0.06,1,1,1
"GO:0016071","mRNA metabolic process",198,0,2.42,1,1,1
"GO:0016072","rRNA metabolic process",24,0,0.29,1,1,1
"GO:0016073","snRNA metabolic process",6,0,0.07,1,1,1
"GO:0016079","synaptic vesicle exocytosis",15,0,0.18,1,1,1
"GO:0016082","synaptic vesicle priming",7,0,0.09,1,1,1
"GO:0016125","sterol metabolic process",5,0,0.06,1,1,1
"GO:0016126","sterol biosynthetic process",5,0,0.06,1,1,1
"GO:0016183","synaptic vesicle coating",9,0,0.11,1,1,1
"GO:0016185","synaptic vesicle budding from presynapti...",10,0,0.12,1,1,1
"GO:0016197","endosomal transport",39,0,0.48,1,1,1
"GO:0016198","axon choice point recognition",15,0,0.18,1,1,1
"GO:0016199","axon midline choice point recognition",15,0,0.18,1,1,1
"GO:0016201","synaptic target inhibition",5,0,0.06,1,1,1
"GO:0016203","muscle attachment",24,0,0.29,1,1,1
"GO:0016204","determination of muscle attachment site",5,0,0.06,1,1,1
"GO:0016226","iron-sulfur cluster assembly",5,0,0.06,1,1,1
"GO:0016233","telomere capping",5,0,0.06,1,1,1
"GO:0016236","macroautophagy",25,0,0.31,1,1,1
"GO:0016241","regulation of macroautophagy",8,0,0.1,1,1,1
"GO:0016246","RNA interference",11,0,0.13,1,1,1
"GO:0016311","dephosphorylation",40,0,0.49,1,1,1
"GO:0016318","ommatidial rotation",18,0,0.22,1,1,1
"GO:0016319","mushroom body development",31,0,0.38,1,1,1
"GO:0016321","female meiosis chromosome segregation",17,0,0.21,1,1,1
"GO:0016322","neuron remodeling",22,0,0.27,1,1,1
"GO:0016325","oocyte microtubule cytoskeleton organiza...",20,0,0.24,1,1,1
"GO:0016330","second mitotic wave involved in compound...",8,0,0.1,1,1,1
"GO:0016331","morphogenesis of embryonic epithelium",69,0,0.84,1,1,1
"GO:0016332","establishment or maintenance of polarity...",5,0,0.06,1,1,1
"GO:0016333","morphogenesis of follicular epithelium",27,0,0.33,1,1,1
"GO:0016334","establishment or maintenance of polarity...",18,0,0.22,1,1,1
"GO:0016335","morphogenesis of larval imaginal disc ep...",6,0,0.07,1,1,1
"GO:0016337","single organismal cell-cell adhesion",35,0,0.43,1,1,1
"GO:0016339","calcium-dependent cell-cell adhesion via...",5,0,0.06,1,1,1
"GO:0016348","imaginal disc-derived leg joint morphoge...",7,0,0.09,1,1,1
"GO:0016360","sensory organ precursor cell fate determ...",14,0,0.17,1,1,1
"GO:0016441","posttranscriptional gene silencing",21,0,0.26,1,1,1
"GO:0016458","gene silencing",69,0,0.84,1,1,1
"GO:0016476","regulation of embryonic cell shape",19,0,0.23,1,1,1
"GO:0016477","cell migration",157,0,1.92,1,1,1
"GO:0016482","cytosolic transport",15,0,0.18,1,1,1
"GO:0016485","protein processing",16,0,0.2,1,1,1
"GO:0016545","male courtship behavior, veined wing vib...",8,0,0.1,1,1,1
"GO:0016569","chromatin modification",81,0,0.99,1,1,1
"GO:0016570","histone modification",80,0,0.98,1,1,1
"GO:0016571","histone methylation",26,0,0.32,1,1,1
"GO:0016572","histone phosphorylation",5,0,0.06,1,1,1
"GO:0016573","histone acetylation",41,0,0.5,1,1,1
"GO:0016575","histone deacetylation",6,0,0.07,1,1,1
"GO:0016578","histone deubiquitination",5,0,0.06,1,1,1
"GO:0017038","protein import",51,0,0.62,1,1,1
"GO:0017145","stem cell division",59,0,0.72,1,1,1
"GO:0017148","negative regulation of translation",32,0,0.39,1,1,1
"GO:0017156","calcium ion regulated exocytosis",15,0,0.18,1,1,1
"GO:0018022","peptidyl-lysine methylation",21,0,0.26,1,1,1
"GO:0018105","peptidyl-serine phosphorylation",7,0,0.09,1,1,1
"GO:0018108","peptidyl-tyrosine phosphorylation",15,0,0.18,1,1,1
"GO:0018193","peptidyl-amino acid modification",105,0,1.29,1,1,1
"GO:0018205","peptidyl-lysine modification",66,0,0.81,1,1,1
"GO:0018208","peptidyl-proline modification",9,0,0.11,1,1,1
"GO:0018209","peptidyl-serine modification",7,0,0.09,1,1,1
"GO:0018212","peptidyl-tyrosine modification",16,0,0.2,1,1,1
"GO:0018393","internal peptidyl-lysine acetylation",42,0,0.51,1,1,1
"GO:0018394","peptidyl-lysine acetylation",42,0,0.51,1,1,1
"GO:0018958","phenol-containing compound metabolic pro...",25,0,0.31,1,1,1
"GO:0018993","somatic sex determination",10,0,0.12,1,1,1
"GO:0019058","viral life cycle",6,0,0.07,1,1,1
"GO:0019094","pole plasm mRNA localization",33,0,0.4,1,1,1
"GO:0019098","reproductive behavior",39,0,0.48,1,1,1
"GO:0019216","regulation of lipid metabolic process",5,0,0.06,1,1,1
"GO:0019362","pyridine nucleotide metabolic process",15,0,0.18,1,1,1
"GO:0019395","fatty acid oxidation",11,0,0.13,1,1,1
"GO:0019439","aromatic compound catabolic process",38,0,0.47,1,1,1
"GO:0019722","calcium-mediated signaling",9,0,0.11,1,1,1
"GO:0019725","cellular homeostasis",61,0,0.75,1,1,1
"GO:0019731","antibacterial humoral response",20,0,0.24,1,1,1
"GO:0019732","antifungal humoral response",6,0,0.07,1,1,1
"GO:0019748","secondary metabolic process",33,0,0.4,1,1,1
"GO:0019752","carboxylic acid metabolic process",63,0,0.77,1,1,1
"GO:0019932","second-messenger-mediated signaling",14,0,0.17,1,1,1
"GO:0019935","cyclic-nucleotide-mediated signaling",5,0,0.06,1,1,1
"GO:0019991","septate junction assembly",9,0,0.11,1,1,1
"GO:0021551","central nervous system morphogenesis",6,0,0.07,1,1,1
"GO:0021700","developmental maturation",107,0,1.31,1,1,1
"GO:0021782","glial cell development",14,0,0.17,1,1,1
"GO:0021952","central nervous system projection neuron...",5,0,0.06,1,1,1
"GO:0021953","central nervous system neuron differenti...",6,0,0.07,1,1,1
"GO:0021954","central nervous system neuron developmen...",6,0,0.07,1,1,1
"GO:0021955","central nervous system neuron axonogenes...",6,0,0.07,1,1,1
"GO:0022400","regulation of rhodopsin mediated signali...",12,0,0.15,1,1,1
"GO:0022404","molting cycle process",22,0,0.27,1,1,1
"GO:0022406","membrane docking",7,0,0.09,1,1,1
"GO:0022407","regulation of cell-cell adhesion",15,0,0.18,1,1,1
"GO:0022408","negative regulation of cell-cell adhesio...",9,0,0.11,1,1,1
"GO:0022410","circadian sleep/wake cycle process",15,0,0.18,1,1,1
"GO:0022411","cellular component disassembly",31,0,0.38,1,1,1
"GO:0022416","chaeta development",56,0,0.69,1,1,1
"GO:0022600","digestive system process",6,0,0.07,1,1,1
"GO:0022612","gland morphogenesis",78,0,0.96,1,1,1
"GO:0022613","ribonucleoprotein complex biogenesis",60,0,0.73,1,1,1
"GO:0022616","DNA strand elongation",7,0,0.09,1,1,1
"GO:0022618","ribonucleoprotein complex assembly",23,0,0.28,1,1,1
"GO:0022904","respiratory electron transport chain",25,0,0.31,1,1,1
"GO:0023014","signal transduction by protein phosphory...",77,0,0.94,1,1,1
"GO:0023051","regulation of signaling",386,0,4.73,1,1,1
"GO:0023056","positive regulation of signaling",171,0,2.09,1,1,1
"GO:0023057","negative regulation of signaling",159,0,1.95,1,1,1
"GO:0023061","signal release",69,0,0.84,1,1,1
"GO:0030001","metal ion transport",28,0,0.34,1,1,1
"GO:0030003","cellular cation homeostasis",19,0,0.23,1,1,1
"GO:0030010","establishment of cell polarity",26,0,0.32,1,1,1
"GO:0030011","maintenance of cell polarity",13,0,0.16,1,1,1
"GO:0030029","actin filament-based process",137,0,1.68,1,1,1
"GO:0030031","cell projection assembly",52,0,0.64,1,1,1
"GO:0030032","lamellipodium assembly",18,0,0.22,1,1,1
"GO:0030036","actin cytoskeleton organization",131,0,1.6,1,1,1
"GO:0030037","actin filament reorganization involved i...",5,0,0.06,1,1,1
"GO:0030041","actin filament polymerization",22,0,0.27,1,1,1
"GO:0030042","actin filament depolymerization",6,0,0.07,1,1,1
"GO:0030048","actin filament-based movement",12,0,0.15,1,1,1
"GO:0030072","peptide hormone secretion",12,0,0.15,1,1,1
"GO:0030100","regulation of endocytosis",24,0,0.29,1,1,1
"GO:0030111","regulation of Wnt signaling pathway",55,0,0.67,1,1,1
"GO:0030155","regulation of cell adhesion",20,0,0.24,1,1,1
"GO:0030166","proteoglycan biosynthetic process",5,0,0.06,1,1,1
"GO:0030177","positive regulation of Wnt signaling pat...",21,0,0.26,1,1,1
"GO:0030178","negative regulation of Wnt signaling pat...",22,0,0.27,1,1,1
"GO:0030198","extracellular matrix organization",17,0,0.21,1,1,1
"GO:0030203","glycosaminoglycan metabolic process",7,0,0.09,1,1,1
"GO:0030239","myofibril assembly",22,0,0.27,1,1,1
"GO:0030258","lipid modification",22,0,0.27,1,1,1
"GO:0030261","chromosome condensation",24,0,0.29,1,1,1
"GO:0030307","positive regulation of cell growth",20,0,0.24,1,1,1
"GO:0030308","negative regulation of cell growth",8,0,0.1,1,1,1
"GO:0030334","regulation of cell migration",18,0,0.22,1,1,1
"GO:0030381","chorion-containing eggshell pattern form...",7,0,0.09,1,1,1
"GO:0030431","sleep",55,0,0.67,1,1,1
"GO:0030509","BMP signaling pathway",17,0,0.21,1,1,1
"GO:0030510","regulation of BMP signaling pathway",10,0,0.12,1,1,1
"GO:0030516","regulation of axon extension",7,0,0.09,1,1,1
"GO:0030518","intracellular steroid hormone receptor s...",10,0,0.12,1,1,1
"GO:0030522","intracellular receptor signaling pathway",13,0,0.16,1,1,1
"GO:0030534","adult behavior",63,0,0.77,1,1,1
"GO:0030536","larval feeding behavior",6,0,0.07,1,1,1
"GO:0030537","larval behavior",15,0,0.18,1,1,1
"GO:0030539","male genitalia development",9,0,0.11,1,1,1
"GO:0030588","pseudocleavage",6,0,0.07,1,1,1
"GO:0030589","pseudocleavage involved in syncytial bla...",6,0,0.07,1,1,1
"GO:0030705","cytoskeleton-dependent intracellular tra...",15,0,0.18,1,1,1
"GO:0030706","germarium-derived oocyte differentiation",14,0,0.17,1,1,1
"GO:0030713","ovarian follicle cell stalk formation",10,0,0.12,1,1,1
"GO:0030716","oocyte fate determination",13,0,0.16,1,1,1
"GO:0030717","karyosome formation",5,0,0.06,1,1,1
"GO:0030718","germ-line stem cell population maintenan...",44,0,0.54,1,1,1
"GO:0030720","oocyte localization involved in germariu...",7,0,0.09,1,1,1
"GO:0030727","germarium-derived female germ-line cyst ...",11,0,0.13,1,1,1
"GO:0030832","regulation of actin filament length",22,0,0.27,1,1,1
"GO:0030833","regulation of actin filament polymerizat...",20,0,0.24,1,1,1
"GO:0030838","positive regulation of actin filament po...",14,0,0.17,1,1,1
"GO:0030859","polarized epithelial cell differentiatio...",5,0,0.06,1,1,1
"GO:0030865","cortical cytoskeleton organization",34,0,0.42,1,1,1
"GO:0030866","cortical actin cytoskeleton organization",31,0,0.38,1,1,1
"GO:0030951","establishment or maintenance of microtub...",24,0,0.29,1,1,1
"GO:0030952","establishment or maintenance of cytoskel...",28,0,0.34,1,1,1
"GO:0030968","endoplasmic reticulum unfolded protein r...",5,0,0.06,1,1,1
"GO:0031032","actomyosin structure organization",39,0,0.48,1,1,1
"GO:0031033","myosin filament organization",7,0,0.09,1,1,1
"GO:0031047","gene silencing by RNA",26,0,0.32,1,1,1
"GO:0031050","dsRNA fragmentation",6,0,0.07,1,1,1
"GO:0031056","regulation of histone modification",14,0,0.17,1,1,1
"GO:0031058","positive regulation of histone modificat...",9,0,0.11,1,1,1
"GO:0031060","regulation of histone methylation",7,0,0.09,1,1,1
"GO:0031098","stress-activated protein kinase signalin...",38,0,0.47,1,1,1
"GO:0031099","regeneration",11,0,0.13,1,1,1
"GO:0031102","neuron projection regeneration",7,0,0.09,1,1,1
"GO:0031103","axon regeneration",7,0,0.09,1,1,1
"GO:0031109","microtubule polymerization or depolymeri...",13,0,0.16,1,1,1
"GO:0031110","regulation of microtubule polymerization...",6,0,0.07,1,1,1
"GO:0031122","cytoplasmic microtubule organization",16,0,0.2,1,1,1
"GO:0031123","RNA 3'-end processing",25,0,0.31,1,1,1
"GO:0031124","mRNA 3'-end processing",19,0,0.23,1,1,1
"GO:0031146","SCF-dependent proteasomal ubiquitin-depe...",11,0,0.13,1,1,1
"GO:0031163","metallo-sulfur cluster assembly",5,0,0.06,1,1,1
"GO:0031290","retinal ganglion cell axon guidance",6,0,0.07,1,1,1
"GO:0031333","negative regulation of protein complex a...",5,0,0.06,1,1,1
"GO:0031334","positive regulation of protein complex a...",19,0,0.23,1,1,1
"GO:0031344","regulation of cell projection organizati...",62,0,0.76,1,1,1
"GO:0031345","negative regulation of cell projection o...",10,0,0.12,1,1,1
"GO:0031346","positive regulation of cell projection o...",23,0,0.28,1,1,1
"GO:0031347","regulation of defense response",55,0,0.67,1,1,1
"GO:0031348","negative regulation of defense response",13,0,0.16,1,1,1
"GO:0031349","positive regulation of defense response",31,0,0.38,1,1,1
"GO:0031398","positive regulation of protein ubiquitin...",9,0,0.11,1,1,1
"GO:0031401","positive regulation of protein modificat...",78,0,0.96,1,1,1
"GO:0031440","regulation of mRNA 3'-end processing",5,0,0.06,1,1,1
"GO:0031497","chromatin assembly",18,0,0.22,1,1,1
"GO:0031503","protein complex localization",6,0,0.07,1,1,1
"GO:0031507","heterochromatin assembly",5,0,0.06,1,1,1
"GO:0031532","actin cytoskeleton reorganization",17,0,0.21,1,1,1
"GO:0031570","DNA integrity checkpoint",63,0,0.77,1,1,1
"GO:0031572","G2 DNA damage checkpoint",55,0,0.67,1,1,1
"GO:0031577","spindle checkpoint",10,0,0.12,1,1,1
"GO:0031589","cell-substrate adhesion",8,0,0.1,1,1,1
"GO:0031644","regulation of neurological system proces...",6,0,0.07,1,1,1
"GO:0031647","regulation of protein stability",33,0,0.4,1,1,1
"GO:0031667","response to nutrient levels",82,0,1,1,1,1
"GO:0031668","cellular response to extracellular stimu...",51,0,0.62,1,1,1
"GO:0031669","cellular response to nutrient levels",51,0,0.62,1,1,1
"GO:0031929","TOR signaling",18,0,0.22,1,1,1
"GO:0031935","regulation of chromatin silencing",25,0,0.31,1,1,1
"GO:0031936","negative regulation of chromatin silenci...",7,0,0.09,1,1,1
"GO:0031937","positive regulation of chromatin silenci...",12,0,0.15,1,1,1
"GO:0031987","locomotion involved in locomotory behavi...",10,0,0.12,1,1,1
"GO:0032006","regulation of TOR signaling",10,0,0.12,1,1,1
"GO:0032007","negative regulation of TOR signaling",5,0,0.06,1,1,1
"GO:0032011","ARF protein signal transduction",6,0,0.07,1,1,1
"GO:0032012","regulation of ARF protein signal transdu...",5,0,0.06,1,1,1
"GO:0032101","regulation of response to external stimu...",66,0,0.81,1,1,1
"GO:0032102","negative regulation of response to exter...",8,0,0.1,1,1,1
"GO:0032103","positive regulation of response to exter...",26,0,0.32,1,1,1
"GO:0032147","activation of protein kinase activity",14,0,0.17,1,1,1
"GO:0032196","transposition",7,0,0.09,1,1,1
"GO:0032200","telomere organization",10,0,0.12,1,1,1
"GO:0032231","regulation of actin filament bundle asse...",5,0,0.06,1,1,1
"GO:0032259","methylation",31,0,0.38,1,1,1
"GO:0032271","regulation of protein polymerization",22,0,0.27,1,1,1
"GO:0032273","positive regulation of protein polymeriz...",16,0,0.2,1,1,1
"GO:0032386","regulation of intracellular transport",36,0,0.44,1,1,1
"GO:0032387","negative regulation of intracellular tra...",7,0,0.09,1,1,1
"GO:0032388","positive regulation of intracellular tra...",19,0,0.23,1,1,1
"GO:0032456","endocytic recycling",6,0,0.07,1,1,1
"GO:0032465","regulation of cytokinesis",6,0,0.07,1,1,1
"GO:0032482","Rab protein signal transduction",12,0,0.15,1,1,1
"GO:0032506","cytokinetic process",21,0,0.26,1,1,1
"GO:0032507","maintenance of protein location in cell",20,0,0.24,1,1,1
"GO:0032509","endosome transport via multivesicular bo...",14,0,0.17,1,1,1
"GO:0032535","regulation of cellular component size",70,0,0.86,1,1,1
"GO:0032543","mitochondrial translation",24,0,0.29,1,1,1
"GO:0032784","regulation of DNA-templated transcriptio...",9,0,0.11,1,1,1
"GO:0032786","positive regulation of DNA-templated tra...",5,0,0.06,1,1,1
"GO:0032787","monocarboxylic acid metabolic process",34,0,0.42,1,1,1
"GO:0032844","regulation of homeostatic process",7,0,0.09,1,1,1
"GO:0032868","response to insulin",26,0,0.32,1,1,1
"GO:0032869","cellular response to insulin stimulus",25,0,0.31,1,1,1
"GO:0032870","cellular response to hormone stimulus",40,0,0.49,1,1,1
"GO:0032872","regulation of stress-activated MAPK casc...",28,0,0.34,1,1,1
"GO:0032873","negative regulation of stress-activated ...",14,0,0.17,1,1,1
"GO:0032874","positive regulation of stress-activated ...",10,0,0.12,1,1,1
"GO:0032879","regulation of localization",167,0,2.05,1,1,1
"GO:0032880","regulation of protein localization",54,0,0.66,1,1,1
"GO:0032886","regulation of microtubule-based process",16,0,0.2,1,1,1
"GO:0032924","activin receptor signaling pathway",5,0,0.06,1,1,1
"GO:0032940","secretion by cell",100,0,1.22,1,1,1
"GO:0032956","regulation of actin cytoskeleton organiz...",39,0,0.48,1,1,1
"GO:0032968","positive regulation of transcription elo...",5,0,0.06,1,1,1
"GO:0032970","regulation of actin filament-based proce...",39,0,0.48,1,1,1
"GO:0032984","macromolecular complex disassembly",22,0,0.27,1,1,1
"GO:0033046","negative regulation of sister chromatid ...",11,0,0.13,1,1,1
"GO:0033048","negative regulation of mitotic sister ch...",10,0,0.12,1,1,1
"GO:0033059","cellular pigmentation",7,0,0.09,1,1,1
"GO:0033060","ocellus pigmentation",6,0,0.07,1,1,1
"GO:0033119","negative regulation of RNA splicing",7,0,0.09,1,1,1
"GO:0033157","regulation of intracellular protein tran...",32,0,0.39,1,1,1
"GO:0033206","meiotic cytokinesis",17,0,0.21,1,1,1
"GO:0033227","dsRNA transport",8,0,0.1,1,1,1
"GO:0033260","nuclear DNA replication",8,0,0.1,1,1,1
"GO:0033301","cell cycle comprising mitosis without cy...",17,0,0.21,1,1,1
"GO:0033365","protein localization to organelle",79,0,0.97,1,1,1
"GO:0033500","carbohydrate homeostasis",8,0,0.1,1,1,1
"GO:0033619","membrane protein proteolysis",5,0,0.06,1,1,1
"GO:0033627","cell adhesion mediated by integrin",12,0,0.15,1,1,1
"GO:0033673","negative regulation of kinase activity",9,0,0.11,1,1,1
"GO:0033674","positive regulation of kinase activity",20,0,0.24,1,1,1
"GO:0033692","cellular polysaccharide biosynthetic pro...",5,0,0.06,1,1,1
"GO:0033993","response to lipid",25,0,0.31,1,1,1
"GO:0034067","protein localization to Golgi apparatus",5,0,0.06,1,1,1
"GO:0034243","regulation of transcription elongation f...",8,0,0.1,1,1,1
"GO:0034248","regulation of cellular amide metabolic p...",80,0,0.98,1,1,1
"GO:0034249","negative regulation of cellular amide me...",33,0,0.4,1,1,1
"GO:0034250","positive regulation of cellular amide me...",30,0,0.37,1,1,1
"GO:0034285","response to disaccharide",6,0,0.07,1,1,1
"GO:0034314","Arp2/3 complex-mediated actin nucleation",11,0,0.13,1,1,1
"GO:0034329","cell junction assembly",18,0,0.22,1,1,1
"GO:0034330","cell junction organization",31,0,0.38,1,1,1
"GO:0034331","cell junction maintenance",8,0,0.1,1,1,1
"GO:0034332","adherens junction organization",21,0,0.26,1,1,1
"GO:0034333","adherens junction assembly",8,0,0.1,1,1,1
"GO:0034334","adherens junction maintenance",7,0,0.09,1,1,1
"GO:0034367","macromolecular complex remodeling",6,0,0.07,1,1,1
"GO:0034389","lipid particle organization",6,0,0.07,1,1,1
"GO:0034440","lipid oxidation",12,0,0.15,1,1,1
"GO:0034470","ncRNA processing",36,0,0.44,1,1,1
"GO:0034504","protein localization to nucleus",50,0,0.61,1,1,1
"GO:0034599","cellular response to oxidative stress",10,0,0.12,1,1,1
"GO:0034613","cellular protein localization",167,0,2.05,1,1,1
"GO:0034620","cellular response to unfolded protein",6,0,0.07,1,1,1
"GO:0034637","cellular carbohydrate biosynthetic proce...",6,0,0.07,1,1,1
"GO:0034655","nucleobase-containing compound catabolic...",35,0,0.43,1,1,1
"GO:0034728","nucleosome organization",29,0,0.36,1,1,1
"GO:0034754","cellular hormone metabolic process",7,0,0.09,1,1,1
"GO:0034968","histone lysine methylation",21,0,0.26,1,1,1
"GO:0034976","response to endoplasmic reticulum stress",12,0,0.15,1,1,1
"GO:0035006","melanization defense response",19,0,0.23,1,1,1
"GO:0035010","encapsulation of foreign target",16,0,0.2,1,1,1
"GO:0035011","melanotic encapsulation of foreign targe...",13,0,0.16,1,1,1
"GO:0035017","cuticle pattern formation",16,0,0.2,1,1,1
"GO:0035023","regulation of Rho protein signal transdu...",13,0,0.16,1,1,1
"GO:0035025","positive regulation of Rho protein signa...",6,0,0.07,1,1,1
"GO:0035050","embryonic heart tube development",11,0,0.13,1,1,1
"GO:0035051","cardiocyte differentiation",16,0,0.2,1,1,1
"GO:0035065","regulation of histone acetylation",5,0,0.06,1,1,1
"GO:0035069","larval midgut histolysis",12,0,0.15,1,1,1
"GO:0035070","salivary gland histolysis",45,0,0.55,1,1,1
"GO:0035071","salivary gland cell autophagic cell deat...",44,0,0.54,1,1,1
"GO:0035072","ecdysone-mediated induction of salivary ...",8,0,0.1,1,1,1
"GO:0035073","pupariation",5,0,0.06,1,1,1
"GO:0035075","response to ecdysone",18,0,0.22,1,1,1
"GO:0035076","ecdysone receptor-mediated signaling pat...",9,0,0.11,1,1,1
"GO:0035078","induction of programmed cell death by ec...",8,0,0.1,1,1,1
"GO:0035081","induction of programmed cell death by ho...",8,0,0.1,1,1,1
"GO:0035082","axoneme assembly",6,0,0.07,1,1,1
"GO:0035088","establishment or maintenance of apical/b...",18,0,0.22,1,1,1
"GO:0035089","establishment of apical/basal cell polar...",6,0,0.07,1,1,1
"GO:0035090","maintenance of apical/basal cell polarit...",5,0,0.06,1,1,1
"GO:0035096","larval midgut cell programmed cell death",9,0,0.11,1,1,1
"GO:0035099","hemocyte migration",9,0,0.11,1,1,1
"GO:0035112","genitalia morphogenesis",9,0,0.11,1,1,1
"GO:0035126","post-embryonic genitalia morphogenesis",9,0,0.11,1,1,1
"GO:0035146","tube fusion",13,0,0.16,1,1,1
"GO:0035147","branch fusion, open tracheal system",13,0,0.16,1,1,1
"GO:0035148","tube formation",11,0,0.13,1,1,1
"GO:0035149","lumen formation, open tracheal system",8,0,0.1,1,1,1
"GO:0035150","regulation of tube size",17,0,0.21,1,1,1
"GO:0035151","regulation of tube size, open tracheal s...",15,0,0.18,1,1,1
"GO:0035152","regulation of tube architecture, open tr...",29,0,0.36,1,1,1
"GO:0035153","epithelial cell type specification, open...",13,0,0.16,1,1,1
"GO:0035154","terminal cell fate specification, open t...",6,0,0.07,1,1,1
"GO:0035155","negative regulation of terminal cell fat...",5,0,0.06,1,1,1
"GO:0035156","fusion cell fate specification",7,0,0.09,1,1,1
"GO:0035158","regulation of tube diameter, open trache...",7,0,0.09,1,1,1
"GO:0035159","regulation of tube length, open tracheal...",13,0,0.16,1,1,1
"GO:0035160","maintenance of epithelial integrity, ope...",6,0,0.07,1,1,1
"GO:0035161","imaginal disc lineage restriction",9,0,0.11,1,1,1
"GO:0035162","embryonic hemopoiesis",13,0,0.16,1,1,1
"GO:0035168","larval lymph gland hemocyte differentiat...",13,0,0.16,1,1,1
"GO:0035171","lamellocyte differentiation",9,0,0.11,1,1,1
"GO:0035186","syncytial blastoderm mitotic cell cycle",15,0,0.18,1,1,1
"GO:0035194","posttranscriptional gene silencing by RN...",21,0,0.26,1,1,1
"GO:0035195","gene silencing by miRNA",12,0,0.15,1,1,1
"GO:0035203","regulation of lamellocyte differentiatio...",5,0,0.06,1,1,1
"GO:0035210","prepupal development",5,0,0.06,1,1,1
"GO:0035212","cell competition in a multicellular orga...",9,0,0.11,1,1,1
"GO:0035214","eye-antennal disc development",37,0,0.45,1,1,1
"GO:0035215","genital disc development",29,0,0.36,1,1,1
"GO:0035216","haltere disc development",8,0,0.1,1,1,1
"GO:0035218","leg disc development",60,0,0.73,1,1,1
"GO:0035221","genital disc pattern formation",6,0,0.07,1,1,1
"GO:0035222","wing disc pattern formation",49,0,0.6,1,1,1
"GO:0035223","leg disc pattern formation",10,0,0.12,1,1,1
"GO:0035224","genital disc anterior/posterior pattern ...",6,0,0.07,1,1,1
"GO:0035225","determination of genital disc primordium",6,0,0.07,1,1,1
"GO:0035262","gonad morphogenesis",5,0,0.06,1,1,1
"GO:0035264","multicellular organism growth",49,0,0.6,1,1,1
"GO:0035265","organ growth",45,0,0.55,1,1,1
"GO:0035272","exocrine system development",96,0,1.18,1,1,1
"GO:0035277","spiracle morphogenesis, open tracheal sy...",12,0,0.15,1,1,1
"GO:0035282","segmentation",143,0,1.75,1,1,1
"GO:0035285","appendage segmentation",15,0,0.18,1,1,1
"GO:0035287","head segmentation",12,0,0.15,1,1,1
"GO:0035289","posterior head segmentation",10,0,0.12,1,1,1
"GO:0035290","trunk segmentation",10,0,0.12,1,1,1
"GO:0035293","chitin-based larval cuticle pattern form...",7,0,0.09,1,1,1
"GO:0035296","regulation of tube diameter",9,0,0.11,1,1,1
"GO:0035309","wing and notum subfield formation",9,0,0.11,1,1,1
"GO:0035315","hair cell differentiation",22,0,0.27,1,1,1
"GO:0035316","non-sensory hair organization",22,0,0.27,1,1,1
"GO:0035317","imaginal disc-derived wing hair organiza...",21,0,0.26,1,1,1
"GO:0035329","hippo signaling",13,0,0.16,1,1,1
"GO:0035330","regulation of hippo signaling",7,0,0.09,1,1,1
"GO:0035332","positive regulation of hippo signaling",5,0,0.06,1,1,1
"GO:0035383","thioester metabolic process",7,0,0.09,1,1,1
"GO:0035567","non-canonical Wnt signaling pathway",7,0,0.09,1,1,1
"GO:0035601","protein deacylation",6,0,0.07,1,1,1
"GO:0035825","reciprocal DNA recombination",8,0,0.1,1,1,1
"GO:0035966","response to topologically incorrect prot...",7,0,0.09,1,1,1
"GO:0035967","cellular response to topologically incor...",6,0,0.07,1,1,1
"GO:0036011","imaginal disc-derived leg segmentation",15,0,0.18,1,1,1
"GO:0036098","male germ-line stem cell population main...",5,0,0.06,1,1,1
"GO:0036099","female germ-line stem cell population ma...",17,0,0.21,1,1,1
"GO:0036293","response to decreased oxygen levels",25,0,0.31,1,1,1
"GO:0036294","cellular response to decreased oxygen le...",17,0,0.21,1,1,1
"GO:0036314","response to sterol",18,0,0.22,1,1,1
"GO:0036315","cellular response to sterol",11,0,0.13,1,1,1
"GO:0036335","intestinal stem cell homeostasis",13,0,0.16,1,1,1
"GO:0036388","pre-replicative complex assembly",7,0,0.09,1,1,1
"GO:0036445","neuronal stem cell division",29,0,0.36,1,1,1
"GO:0036465","synaptic vesicle recycling",28,0,0.34,1,1,1
"GO:0038001","paracrine signaling",5,0,0.06,1,1,1
"GO:0038127","ERBB signaling pathway",51,0,0.62,1,1,1
"GO:0038202","TORC1 signaling",8,0,0.1,1,1,1
"GO:0040001","establishment of mitotic spindle localiz...",14,0,0.17,1,1,1
"GO:0040003","chitin-based cuticle development",40,0,0.49,1,1,1
"GO:0040008","regulation of growth",169,0,2.07,1,1,1
"GO:0040011","locomotion",284,0,3.48,1,1,1
"GO:0040012","regulation of locomotion",27,0,0.33,1,1,1
"GO:0040014","regulation of multicellular organism gro...",47,0,0.58,1,1,1
"GO:0040015","negative regulation of multicellular org...",8,0,0.1,1,1,1
"GO:0040017","positive regulation of locomotion",5,0,0.06,1,1,1
"GO:0040018","positive regulation of multicellular org...",33,0,0.4,1,1,1
"GO:0040023","establishment of nucleus localization",13,0,0.16,1,1,1
"GO:0040029","regulation of gene expression, epigeneti...",72,0,0.88,1,1,1
"GO:0040040","thermosensory behavior",6,0,0.07,1,1,1
