"Complex","Conditional","Essential","Nonessential","<NA>","protein_count","essentiality_fraction","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"FC5203",0,0,3,0,3,0,3,"Predicted","positive regulation of transcription from RNA polymerase II promoter","positive regulation of transcription from RNA polymerase II promoter;positive regulation of transcription, DNA-dependent;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;positive regulation of RNA metabolic process",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0005630 FBgn0015903 FBgn0026262 "
"FC5204",2,1,12,0,15,0.0666666666666667,15,"Predicted","metabolic process","metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0022246 FBgn0029118 FBgn0037643 FBgn0014189 FBgn0015019 FBgn0031758 FBgn0086443 FBgn0028687 FBgn0039562 FBgn0010516 FBgn0038145 FBgn0039580 FBgn0032961 FBgn0039674 FBgn0027329 "
"FC5205",0,1,4,0,5,0.2,5,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0033998 FBgn0038301 FBgn0001217 FBgn0011760 FBgn0039019 "
"FC5206",0,0,6,0,6,0,6,"Predicted","protein dephosphorylation","protein dephosphorylation;dephosphorylation;phosphate-containing compound metabolic process;sleep;phosphorus metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0011273 FBgn0011826 FBgn0259228 FBgn0010015 FBgn0010014 FBgn0063493 "
"FC5207",0,0,15,0,15,0,15,"Predicted","heat shock-mediated polytene chromosome puffing","heat shock-mediated polytene chromosome puffing;polytene chromosome puffing;cellular response to heat;chromosome organization;response to heat",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0003008 FBgn0037718 FBgn0051354 FBgn0013277 FBgn0013276 FBgn0013278 FBgn0031883 FBgn0013275 FBgn0036254 FBgn0033401 FBgn0013279 FBgn0035513 FBgn0034838 FBgn0003210 FBgn0027052 "
"FC5208",0,0,14,1,15,0,15,"Predicted","regulation of actin polymerization or depolymerization","regulation of actin polymerization or depolymerization;regulation of actin filament length;regulation of actin cytoskeleton organization;cell morphogenesis;regulation of cytoskeleton organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0015754 FBgn0065032 FBgn0025865 FBgn0039157 FBgn0001961 FBgn0011742 FBgn0032525 FBgn0261714 FBgn0031437 FBgn0031781 FBgn0036309 FBgn0024273 FBgn0032859 FBgn0038369 FBgn0028978 "
"FC5209",0,2,5,0,7,0.285714285714286,7,"Predicted","protein phosphorylation","protein phosphorylation;intracellular signal transduction;protein modification process;phosphorylation;signal transduction",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0259481 FBgn0038965 FBgn0016131 FBgn0011739 FBgn0261456 FBgn0004107 FBgn0011573 "
"FC5210",0,0,6,0,6,0,6,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0011836 FBgn0003870 FBgn0010611 FBgn0015222 FBgn0039296 FBgn0036134 "
"FC5211",0,10,5,0,15,0.666666666666667,15,"Predicted","proteolysis","proteolysis;protein catabolic process;protein metabolic process;macromolecule catabolic process;primary metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0028686 FBgn0037263 FBgn0028692 FBgn0028695 FBgn0020369 FBgn0015282 FBgn0028687 FBgn0002787 FBgn0028688 FBgn0250843 FBgn0028694 FBgn0028689 FBgn0028685 FBgn0011327 FBgn0028691 "
"FC5212",0,0,5,0,5,0,5,"Predicted","regulation of alternative nuclear mRNA splicing, via spliceosome","regulation of alternative nuclear mRNA splicing, via spliceosome;regulation of nuclear mRNA splicing, via spliceosome;regulation of mRNA processing;regulation of RNA splicing",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0035720 FBgn0002783 FBgn0035872 FBgn0014870 FBgn0052685 "
"FC5213",0,0,11,0,11,0,11,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;cellular protein catabolic process;modification-dependent macromolecule catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0041171 FBgn0033337 FBgn0026176 FBgn0025637 FBgn0013275 FBgn0036516 FBgn0023423 FBgn0020257 FBgn0015509 FBgn0025638 FBgn0038056 "
"FC5214",0,0,15,0,15,0,15,"Predicted","transcription initiation from RNA polymerase II promoter","transcription initiation from RNA polymerase II promoter;transcription from RNA polymerase II promoter;transcription initiation, DNA-dependent;transcription, DNA-dependent;regulation of transcription, DNA-dependent",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0011836 FBgn0026324 FBgn0022724 FBgn0087008 FBgn0010417 FBgn0032847 FBgn0028398 FBgn0011290 FBgn0010287 FBgn0020388 FBgn0026262 FBgn0011291 FBgn0010356 FBgn0010280 FBgn0024909 "
"FC5215",0,0,6,0,6,0,6,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035720 FBgn0004903 FBgn0052685 FBgn0022984 FBgn0004924 FBgn0029979 "
"FC5216",0,0,5,0,5,0,5,"Predicted","transmembrane transport","transmembrane transport",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0001123 FBgn0035181 FBgn0039844 FBgn0035293 FBgn0034479 "
"FC5217",1,0,10,0,11,0,11,"Predicted","heat shock-mediated polytene chromosome puffing","heat shock-mediated polytene chromosome puffing;polytene chromosome puffing;cellular response to heat;protein folding;response to hypoxia",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0013277 FBgn0031256 FBgn0063492 FBgn0001230 FBgn0013278 FBgn0031832 FBgn0013275 FBgn0034186 FBgn0004462 FBgn0001223 FBgn0002431 "
"FC5218",0,0,12,3,15,0,15,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0033210 FBgn0261791 FBgn0031607 FBgn0023167 FBgn0033005 FBgn0000426 FBgn0032388 FBgn0261789 FBgn0016978 FBgn0031492 FBgn0028474 FBgn0261792 FBgn0028577 FBgn0021895 FBgn0031930 "
"FC5219",0,0,8,0,8,0,8,"Predicted","cellular nitrogen compound biosynthetic process","cellular nitrogen compound biosynthetic process;heterocycle biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035641 FBgn0038326 FBgn0052486 FBgn0003257 FBgn0020764 FBgn0030529 FBgn0031818 FBgn0001142 "
"FC5220",0,0,3,0,3,0,3,"Predicted","putative complex without known function","putative complex without known function",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0004419 FBgn0034814 FBgn0038149 "
"FC5221",0,2,12,0,14,0.142857142857143,14,"Predicted","transcription initiation from RNA polymerase II promoter","transcription initiation from RNA polymerase II promoter;transcription from RNA polymerase II promoter;transcription initiation, DNA-dependent;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0035872 FBgn0002783 FBgn0025463 FBgn0027592 FBgn0031643 FBgn0024330 FBgn0036581 FBgn0001092 FBgn0051390 FBgn0036958 FBgn0015618 FBgn0035145 FBgn0036811 FBgn0037391 "
"FC5222",0,0,5,0,5,0,5,"Predicted","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;steroid hormone mediated signaling pathway;regulation of RNA biosynthetic process;response to ecdysone;regulation of RNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0003964 FBgn0014859 FBgn0250850 FBgn0023518 FBgn0000546 "
"FC5223",1,0,7,0,8,0,8,"Predicted","chromatin organization","chromatin organization;DNA metabolic process;chromosome organization;nucleic acid metabolic process;nucleobase-containing compound metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0020618 FBgn0031613 FBgn0053881 FBgn0033437 FBgn0003607 FBgn0053848 FBgn0035347 FBgn0037146 "
"FC5224",0,1,7,0,8,0.125,8,"Predicted","M phase","M phase;cellular protein metabolic process;cell cycle phase;protein metabolic process;cellular macromolecule metabolic process",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0011826 FBgn0015019 FBgn0030086 FBgn0020369 FBgn0086443 FBgn0028687 FBgn0032961 FBgn0027329 "
"FC5225",0,0,6,0,6,0,6,"Predicted","centrosome duplication","centrosome duplication;phagocytosis, engulfment;spindle assembly;phagocytosis;spindle organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0035993 FBgn0035371 FBgn0260439 FBgn0027492 FBgn0261437 FBgn0004177 "
"FC5226",0,0,4,1,5,0,5,"Predicted","sarcomere organization","sarcomere organization;myofibril assembly;actomyosin structure organization;striated muscle cell development;striated muscle cell differentiation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0000667 FBgn0261986 FBgn0033312 FBgn0052311 FBgn0086906 "
"FC5227",0,0,5,0,5,0,5,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0033978 FBgn0039044 FBgn0002872 FBgn0039124 FBgn0027532 "
"FC5228",0,0,14,0,14,0,14,"Predicted","heat shock-mediated polytene chromosome puffing","heat shock-mediated polytene chromosome puffing;polytene chromosome puffing;protein folding;chromosome organization;cellular response to heat",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0030584 FBgn0037718 FBgn0033528 FBgn0051354 FBgn0001216 FBgn0013277 FBgn0036505 FBgn0086708 FBgn0026761 FBgn0001230 FBgn0013276 FBgn0033235 FBgn0013275 FBgn0034948 "
"FC5229",0,0,15,0,15,0,15,"Predicted","metabolic process","metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0035904 FBgn0033518 FBgn0043455 FBgn0086254 FBgn0040070 FBgn0000150 FBgn0010470 FBgn0031145 FBgn0000579 FBgn0037930 FBgn0020653 FBgn0036290 FBgn0035334 FBgn0034753 FBgn0031459 "
"FC5230",0,0,13,0,13,0,13,"Predicted","myofibril assembly","myofibril assembly;actomyosin structure organization;striated muscle cell development;actin cytoskeleton organization;cellular component assembly involved in morphogenesis",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0000045 FBgn0003149 FBgn0000116 FBgn0001128 FBgn0002772 FBgn0013348 FBgn0004169 FBgn0000667 FBgn0002773 FBgn0004117 FBgn0010100 FBgn0000064 FBgn0038294 "
"FC5231",0,0,8,0,8,0,8,"Predicted","positive regulation of macromolecule metabolic process","positive regulation of macromolecule metabolic process;regulation of macromolecule metabolic process;response to DNA damage stimulus;positive regulation of metabolic process;cellular response to stress",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035164 FBgn0010287 FBgn0037741 FBgn0040078 FBgn0015544 FBgn0028420 FBgn0040075 FBgn0021796 "
"FC5232",0,0,15,0,15,0,15,"Predicted","heat shock-mediated polytene chromosome puffing","heat shock-mediated polytene chromosome puffing;polytene chromosome puffing;cellular response to heat;chromosome organization;response to heat",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0032889 FBgn0037718 FBgn0051354 FBgn0013277 FBgn0034651 FBgn0013276 FBgn0013278 FBgn0013275 FBgn0033401 FBgn0013279 FBgn0035513 FBgn0034838 FBgn0259168 FBgn0040359 FBgn0027052 "
"FC5233",0,0,9,0,9,0,9,"Predicted","small GTPase mediated signal transduction","small GTPase mediated signal transduction;intracellular signal transduction;protein transport;vesicle-mediated transport;signal transduction",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0015791 FBgn0016700 FBgn0004868 FBgn0027605 FBgn0015797 FBgn0028970 FBgn0014010 FBgn0015795 FBgn0040344 "
"FC5234",0,0,10,5,15,0,15,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mitotic spindle organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0040286 FBgn0033210 FBgn0261791 FBgn0035162 FBgn0023167 FBgn0000377 FBgn0261790 FBgn0000426 FBgn0022942 FBgn0016978 FBgn0261789 FBgn0261641 FBgn0028474 FBgn0261792 FBgn0021895 "
"FC5235",0,1,11,0,12,0.0833333333333333,12,"Predicted","regulation of actin filament polymerization","regulation of actin filament polymerization;regulation of actin polymerization or depolymerization;regulation of actin filament length;regulation of actin cytoskeleton organization;regulation of protein polymerization",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0033272 FBgn0032731 FBgn0065032 FBgn0052791 FBgn0025865 FBgn0031690 FBgn0001961 FBgn0011742 FBgn0031437 FBgn0037647 FBgn0032859 FBgn0038369 "
"FC5236",0,1,8,0,9,0.111111111111111,9,"Predicted","translational initiation","translational initiation;nucleic acid metabolic process;translation;cellular macromolecule biosynthetic process;instar larval or pupal development",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0023213 FBgn0017581 FBgn0037270 FBgn0039622 FBgn0022942 FBgn0035016 FBgn0010488 FBgn0001942 FBgn0260634 "
"FC5237",0,3,11,0,14,0.214285714285714,14,"Predicted","eggshell chorion gene amplification","eggshell chorion gene amplification;DNA amplification;DNA biosynthetic process",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0010328 FBgn0040232 FBgn0031057 FBgn0040011 FBgn0011760 FBgn0033998 FBgn0000996 FBgn0034617 FBgn0032256 FBgn0032876 FBgn0027513 FBgn0036640 FBgn0033081 FBgn0031871 "
"FC5238",0,0,15,0,15,0,15,"Predicted","catabolic process","catabolic process;metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0036812 FBgn0030663 FBgn0035904 FBgn0032160 FBgn0033518 FBgn0005655 FBgn0035438 FBgn0035772 FBgn0250906 FBgn0000579 FBgn0031479 FBgn0037930 FBgn0010288 FBgn0014869 FBgn0000064 "
"FC5239",0,0,9,0,9,0,9,"Predicted","oogenesis","oogenesis;intracellular signal transduction;female gamete generation;cell fate commitment;organ development",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004907 FBgn0041191 FBgn0032670 FBgn0041210 FBgn0005198 FBgn0020238 FBgn0003079 FBgn0010269 FBgn0038197 "
"FC5240",0,1,5,0,6,0.166666666666667,6,"Predicted","axon target recognition","axon target recognition;axonogenesis;histone deubiquitination;neuron projection morphogenesis;histone modification",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0013717 FBgn0052392 FBgn0003943 FBgn0020388 FBgn0036804 FBgn0040670 "
"FC5241",0,0,8,0,8,0,8,"Predicted","synaptic vesicle exocytosis","synaptic vesicle exocytosis;cellular protein complex assembly;exocytosis;cellular macromolecular complex assembly;macromolecular complex assembly",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0036819 FBgn0036118 FBgn0001961 FBgn0031455 FBgn0035892 FBgn0036671 FBgn0053905 FBgn0036192 "
"FC5242",0,0,4,0,4,0,4,"Predicted","regulation of alternative nuclear mRNA splicing, via spliceosome","regulation of alternative nuclear mRNA splicing, via spliceosome;regulation of nuclear mRNA splicing, via spliceosome;regulation of mRNA processing;regulation of RNA splicing;regulation of RNA metabolic process",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0004656 FBgn0031883 FBgn0051156 FBgn0004587 "
"FC5243",0,2,6,1,9,0.222222222222222,9,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;cellular protein catabolic process;modification-dependent macromolecule catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0030753 FBgn0031057 FBgn0261931 FBgn0003941 FBgn0039147 FBgn0086558 FBgn0003942 FBgn0010288 FBgn0015283 "
"FC5244",0,0,10,0,10,0,10,"Predicted","regulation of alternative nuclear mRNA splicing, via spliceosome","regulation of alternative nuclear mRNA splicing, via spliceosome",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004237 FBgn0037376 FBgn0022985 FBgn0033889 FBgn0022984 FBgn0010583 FBgn0022987 FBgn0038046 FBgn0038826 FBgn0037146 "
"FC5245",0,7,8,0,15,0.466666666666667,15,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;modification-dependent macromolecule catabolic process;cellular protein catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0037296 FBgn0026380 FBgn0032492 FBgn0004066 FBgn0023175 FBgn0032884 FBgn0034842 FBgn0028688 FBgn0032596 FBgn0016697 FBgn0031674 FBgn0086134 FBgn0261394 FBgn0250746 FBgn0011327 "
"FC5246",0,0,15,0,15,0,15,"Predicted","transcription initiation from RNA polymerase II promoter","transcription initiation from RNA polymerase II promoter;transcription from RNA polymerase II promoter;transcription initiation, DNA-dependent;regulation of transcription, DNA-dependent;transcription, DNA-dependent",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0050390 FBgn0013717 FBgn0036804 FBgn0010417 FBgn0028398 FBgn0000617 FBgn0053554 FBgn0003687 FBgn0011290 FBgn0037981 FBgn0030891 FBgn0020388 FBgn0040670 FBgn0037555 FBgn0010356 "
"FC5247",0,0,13,0,13,0,13,"Predicted","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;regulation of RNA biosynthetic process;positive regulation of RNA metabolic process;positive regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0036762 FBgn0260943 FBgn0019637 FBgn0034722 FBgn0010750 FBgn0040273 FBgn0037657 FBgn0031912 FBgn0002183 FBgn0010278 FBgn0000258 FBgn0035205 FBgn0000259 "
"FC5248",0,1,5,0,6,0.166666666666667,6,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;cellular protein catabolic process;modification-dependent macromolecule catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0036974 FBgn0031813 FBgn0035136 FBgn0003941 FBgn0086558 FBgn0013334 "
"FC5249",0,0,6,0,6,0,6,"Predicted","positive regulation of antimicrobial peptide biosynthetic process","positive regulation of antimicrobial peptide biosynthetic process;regulation of antifungal peptide production;regulation of antimicrobial peptide biosynthetic process;regulation of antimicrobial peptide production;antifungal humoral response",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0026760 FBgn0010441 FBgn0035006 FBgn0035147 FBgn0033402 FBgn0026318 "
"FC5250",0,0,15,0,15,0,15,"Predicted","protein N-linked glycosylation via asparagine","protein N-linked glycosylation via asparagine;peptidyl-asparagine modification;protein N-linked glycosylation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0014868 FBgn0038626 FBgn0034032 FBgn0051729 FBgn0028419 FBgn0032429 FBgn0035265 FBgn0030992 FBgn0086357 FBgn0035432 FBgn0030993 FBgn0034277 FBgn0035471 FBgn0019925 FBgn0033203 "
"FC5251",1,0,5,0,6,0,6,"Predicted","imaginal disc-derived leg segmentation","imaginal disc-derived leg segmentation;imaginal disc-derived leg morphogenesis;imaginal disc-derived wing morphogenesis;border follicle cell migration;wing disc morphogenesis",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004197 FBgn0000120 FBgn0000524 FBgn0259984 FBgn0000463 FBgn0004647 "
"FC5252",0,0,5,0,5,0,5,"Predicted","negative regulation of signal transduction","negative regulation of signal transduction;negative regulation of cell communication;regulation of epidermal growth factor receptor signaling pathway;negative regulation of response to stimulus;negative regulation of signaling",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0036448 FBgn0003557 FBgn0034068 FBgn0001230 FBgn0004638 "
"FC5253",0,0,14,0,14,0,14,"Predicted","very long-chain fatty acid metabolic process","very long-chain fatty acid metabolic process;fatty acid biosynthetic process;long-chain fatty acid metabolic process;protein N-linked glycosylation via asparagine;peptidyl-asparagine modification",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0029975 FBgn0014868 FBgn0033048 FBgn0086357 FBgn0032015 FBgn0053303 FBgn0034277 FBgn0052557 FBgn0035471 FBgn0019925 FBgn0051522 FBgn0051523 FBgn0050008 FBgn0039303 "
"FC5254",0,0,6,1,7,0,7,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0033757 FBgn0030944 FBgn0037707 FBgn0035497 FBgn0262114 FBgn0026749 FBgn0037094 "
"FC5255",0,1,14,0,15,0.0666666666666667,15,"Predicted","rRNA processing","rRNA processing;rRNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0052344 FBgn0025140 FBgn0038989 FBgn0033059 FBgn0038473 FBgn0010412 FBgn0034918 FBgn0024183 FBgn0033741 FBgn0013325 FBgn0028473 FBgn0037549 FBgn0032404 FBgn0030720 FBgn0037489 "
"FC5256",0,0,15,0,15,0,15,"Predicted","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;regulation of RNA biosynthetic process;regulation of RNA metabolic process;regulation of cellular macromolecule biosynthetic process;negative regulation of gene expression",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0031668 FBgn0032321 FBgn0032690 FBgn0004656 FBgn0033341 FBgn0031873 FBgn0025716 FBgn0034537 FBgn0001197 FBgn0040075 FBgn0025676 FBgn0020306 FBgn0000042 FBgn0011741 FBgn0040078 "
"FC5257",0,1,5,0,6,0.166666666666667,6,"Predicted","translation","translation;cellular protein metabolic process;cellular macromolecule biosynthetic process;cellular biosynthetic process;macromolecule biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0032261 FBgn0036023 FBgn0027567 FBgn0035122 FBgn0014023 FBgn0032053 "
"FC5258",0,0,15,0,15,0,15,"Predicted","RNA processing","RNA processing;ribosome biogenesis;ribonucleoprotein complex biogenesis;cellular component biogenesis at cellular level;gene expression",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0038964 FBgn0025140 FBgn0038989 FBgn0000100 FBgn0024183 FBgn0030061 FBgn0030504 FBgn0028473 FBgn0026196 FBgn0020305 FBgn0027330 FBgn0030720 FBgn0033555 FBgn0033160 FBgn0003279 "
"FC5259",0,0,6,0,6,0,6,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;protein ubiquitination;protein modification by small protein conjugation;modification-dependent protein catabolic process;protein modification by small protein conjugation or removal",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0261268 FBgn0032956 FBgn0039066 FBgn0023211 FBgn0025638 FBgn0000157 "
"FC5260",0,1,12,0,13,0.0769230769230769,13,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;mRNA processing;RNA splicing",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004856 FBgn0040286 FBgn0033978 FBgn0035136 FBgn0028554 FBgn0017457 FBgn0005411 FBgn0031883 FBgn0040284 FBgn0037707 FBgn0037555 FBgn0028577 FBgn0024285 "
"FC5261",0,0,11,0,11,0,11,"Predicted","interphase of mitotic cell cycle","interphase of mitotic cell cycle;neurogenesis;regulation of cell cycle process;interphase;regulation of mitotic cell cycle",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0034704 FBgn0003139 FBgn0017551 FBgn0039554 FBgn0000147 FBgn0026176 FBgn0025637 FBgn0023423 FBgn0015509 FBgn0035959 FBgn0025638 "
"FC5262",0,1,10,1,12,0.0833333333333333,12,"Predicted","imaginal disc-derived wing margin morphogenesis","imaginal disc-derived wing margin morphogenesis;imaginal disc-derived wing vein morphogenesis;imaginal disc-derived leg morphogenesis;positive regulation of transcription, DNA-dependent;imaginal disc-derived wing morphogenesis",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0002783 FBgn0086902 FBgn0025463 FBgn0000212 FBgn0261885 FBgn0087008 FBgn0031377 FBgn0011715 FBgn0030093 FBgn0004050 FBgn0042085 FBgn0030502 "
"FC5263",0,0,5,0,5,0,5,"Predicted","response to abiotic stimulus","response to abiotic stimulus",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0033679 FBgn0001216 FBgn0025879 FBgn0039667 FBgn0003390 "
"FC5264",0,0,5,2,7,0,7,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;mitotic spindle organization;RNA splicing",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0023167 FBgn0003449 FBgn0000426 FBgn0033210 FBgn0016978 FBgn0261789 FBgn0261792 "
"FC5265",0,1,5,0,6,0.166666666666667,6,"Predicted","histone phosphorylation","histone phosphorylation;histone modification;chromosome condensation;covalent chromatin modification",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0014143 FBgn0033998 FBgn0028420 FBgn0024227 FBgn0034361 FBgn0260991 "
"FC5266",1,0,14,0,15,0,15,"Predicted","generation of precursor metabolites and energy","generation of precursor metabolites and energy",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0029975 FBgn0031975 FBgn0001258 FBgn0032429 FBgn0053303 FBgn0031818 FBgn0024509 FBgn0010516 FBgn0030993 FBgn0021795 FBgn0011227 FBgn0032961 FBgn0010348 FBgn0021953 FBgn0031263 "
"FC5267",0,0,7,0,7,0,7,"Predicted","'de novo' protein folding","'de novo' protein folding;protein folding;cellular protein metabolic process;cellular macromolecule metabolic process;protein metabolic process",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0031830 FBgn0036918 FBgn0010741 FBgn0038976 FBgn0031776 FBgn0037893 FBgn0035603 "
"FC5268",1,1,12,0,14,0.0714285714285714,14,"Predicted","translational initiation","translational initiation;translation;cellular protein metabolic process;cellular macromolecule biosynthetic process;cellular biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0023213 FBgn0034237 FBgn0037994 FBgn0034654 FBgn0037270 FBgn0029629 FBgn0035423 FBgn0015834 FBgn0022023 FBgn0033902 FBgn0086706 FBgn0036258 FBgn0001942 FBgn0027619 "
"FC5269",0,0,15,0,15,0,15,"Predicted","cellular metabolic process","cellular metabolic process;metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0016687 FBgn0261458 FBgn0033518 FBgn0011704 FBgn0024352 FBgn0026418 FBgn0086254 FBgn0011703 FBgn0000147 FBgn0000150 FBgn0025885 FBgn0036290 FBgn0024238 FBgn0051673 FBgn0022774 "
"FC5270",1,1,7,0,9,0.111111111111111,9,"Predicted","protein modification process","protein modification process;response to DNA damage stimulus;regulation of cell cycle;cell cycle phase;cellular macromolecule metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0029113 FBgn0036035 FBgn0010602 FBgn0029512 FBgn0003479 FBgn0039044 FBgn0034410 FBgn0026170 FBgn0004924 "
